user_id,date,department,role,tool_used,prompt_category,prompts_used,task_type,tasks_completed,time_spent_minutes,estimated_time_saved_minutes,manual_time_estimate_minutes,cost_per_hour,ai_tool_cost,accuracy_score,task_complexity,output_quality_score,revision_count,error_rate,ai_adoption_level,automation_level,training_hours,experience_with_ai_months,data_sensitivity,security_review_required,compliance_flag,team,location,employment_type,salary_band,ai_generated_content_percent,cluster,user_segment
3691,2024-09-22,HR,Sales Executive,Claude,Data Analysis,3,Testing,5,105,74,86,21,4.92,0.55,Medium,7,4,0.13,Medium,Semi-Automated,22,18,Internal,Yes,Yes,Frontend,Canada,Full-time,Low,58,1,Moderate Users
1371,2025-03-10,Product,Sales Executive,ChatGPT,Documentation,21,Testing,3,93,19,175,84,4.29,0.56,High,5,4,0.02,High,Semi-Automated,0,18,Public,No,No,HR Ops,India,Full-time,High,46,1,Moderate Users
2136,2025-11-12,Marketing,Product Manager,Copilot,Data Analysis,10,Documentation,3,15,28,138,33,1.49,0.78,Medium,6,1,0.07,Medium,Semi-Automated,21,7,Internal,Yes,No,Finance Ops,USA,Contract,Low,69,2,High AI Users
3299,2025-12-25,Engineering,Developer,Copilot,Customer Support,24,Report Generation,7,76,103,194,84,2.23,0.63,Medium,9,0,0.0,Medium,Manual,5,31,Internal,Yes,Yes,Finance Ops,Canada,Full-time,Medium,26,1,Moderate Users
4412,2024-08-14,Customer Support,Manager,Gemini,Content Writing,10,Testing,8,29,15,84,46,0.85,0.72,Medium,8,3,0.25,Medium,Manual,33,23,Public,No,No,HR Ops,Canada,Intern,High,36,2,High AI Users
3100,2025-01-10,HR,Developer,Copilot,Documentation,11,Coding,3,117,23,224,88,3.78,0.87,Medium,6,0,0.05,Medium,Manual,31,28,Confidential,No,No,Data,Canada,Full-time,Low,64,0,Low AI Users
2153,2024-09-18,HR,Product Manager,Gemini,Brainstorming,32,Testing,8,100,6,210,37,4.46,0.66,High,5,3,0.04,High,Fully Automated,26,2,Public,No,No,IT Admin,USA,Contract,Low,28,1,Moderate Users
4907,2024-12-31,Operations,Manager,ChatGPT,Content Writing,34,Research,4,97,38,74,27,2.69,0.84,Low,6,3,0.06,Medium,Fully Automated,14,28,Public,No,No,HR Ops,Germany,Full-time,Low,35,0,Low AI Users
1192,2025-03-03,HR,Developer,Claude,Reporting,16,Data Analysis,2,71,89,251,30,4.34,0.94,Low,7,4,0.03,High,Semi-Automated,9,6,Internal,No,No,Frontend,Australia,Full-time,Low,79,0,Low AI Users
3638,2024-01-08,IT,HR Specialist,Perplexity,Documentation,25,Documentation,4,37,151,298,27,2.41,0.51,Medium,9,4,0.27,High,Fully Automated,31,30,Confidential,No,No,Sales Ops,UK,Contract,Low,42,1,Moderate Users
2080,2024-02-10,Marketing,Support Agent,Copilot,Research,38,Testing,1,66,55,102,30,1.39,0.77,Medium,5,0,0.17,Medium,Semi-Automated,9,34,Confidential,No,Yes,IT Admin,USA,Full-time,Medium,15,0,Low AI Users
3144,2024-09-13,Engineering,Product Manager,ChatGPT,Data Analysis,38,Research,2,41,83,287,35,0.7,0.89,Low,9,3,0.15,Low,Fully Automated,13,6,Confidential,Yes,Yes,Frontend,India,Contract,Medium,12,2,High AI Users
1197,2025-10-04,Customer Support,Data Scientist,Claude,Customer Support,8,Testing,8,36,63,207,59,3.46,0.62,Medium,7,0,0.19,High,Manual,3,27,Public,No,No,Marketing Ops,Australia,Contract,Low,37,1,Moderate Users
4718,2025-07-17,Customer Support,Sales Executive,ChatGPT,Email Drafting,32,Email Writing,9,12,19,283,38,2.84,0.65,Low,8,3,0.25,High,Manual,24,35,Confidential,Yes,Yes,Support,USA,Intern,High,55,2,High AI Users
3194,2024-04-11,IT,Analyst,ChatGPT,Customer Support,33,Coding,4,13,154,256,83,2.43,0.7,High,8,1,0.05,Medium,Semi-Automated,17,35,Public,No,No,HR Ops,India,Intern,Low,45,2,High AI Users
4755,2024-08-06,Finance,Product Manager,Copilot,Customer Support,31,Research,9,90,126,91,90,2.02,0.79,High,7,0,0.1,High,Fully Automated,32,13,Internal,No,No,Data,Germany,Intern,Medium,90,0,Low AI Users
2598,2024-08-31,HR,Sales Executive,Copilot,Data Analysis,32,Email Writing,6,112,70,131,89,0.9,0.82,Medium,9,0,0.28,High,Fully Automated,10,25,Confidential,No,No,Backend,UK,Contract,Low,66,0,Low AI Users
2600,2024-10-29,Marketing,Data Scientist,Gemini,Content Writing,14,Research,4,46,3,280,56,3.37,0.96,Medium,9,4,0.05,Medium,Fully Automated,17,21,Confidential,Yes,Yes,Finance Ops,India,Intern,Low,29,2,High AI Users
4366,2025-01-04,Product,Manager,Perplexity,Reporting,19,Coding,8,52,135,256,66,1.38,0.56,Low,8,1,0.1,High,Semi-Automated,20,25,Public,No,Yes,Support,Canada,Intern,High,40,1,Moderate Users
3770,2024-10-01,Finance,Sales Executive,Gemini,Customer Support,3,Debugging,9,117,74,187,56,1.58,0.59,High,9,2,0.2,High,Semi-Automated,12,12,Public,Yes,Yes,Data,Australia,Contract,Medium,29,1,Moderate Users
4692,2024-03-10,Marketing,HR Specialist,Copilot,Coding,2,Data Analysis,4,25,152,271,89,4.19,0.82,High,9,1,0.13,Medium,Fully Automated,13,20,Public,No,No,HR Ops,Germany,Intern,High,16,2,High AI Users
4865,2024-02-16,Operations,HR Specialist,Gemini,Documentation,7,Coding,1,87,113,137,89,1.44,0.79,Medium,5,2,0.16,Low,Manual,24,28,Public,No,No,Sales Ops,Canada,Contract,Low,80,0,Low AI Users
1683,2024-04-26,Product,HR Specialist,Gemini,Research,25,Testing,9,57,130,37,66,2.08,0.5,High,5,1,0.03,High,Fully Automated,8,27,Internal,Yes,Yes,Backend,Australia,Intern,Low,73,1,Moderate Users
4083,2025-08-12,HR,Support Agent,Claude,Content Writing,7,Testing,8,97,227,126,25,3.51,0.51,Low,7,3,0.15,Medium,Semi-Automated,6,28,Internal,No,No,Sales Ops,Australia,Contract,Medium,67,1,Moderate Users
4989,2025-05-31,Engineering,Data Scientist,ChatGPT,Brainstorming,24,Coding,8,102,51,221,71,2.12,0.81,Low,8,1,0.1,Low,Manual,7,31,Public,Yes,No,Support,Germany,Intern,Low,73,0,Low AI Users
1332,2024-09-10,Finance,HR Specialist,Gemini,Data Analysis,36,Documentation,1,47,78,136,49,2.33,0.8,High,8,3,0.17,Low,Fully Automated,1,5,Public,No,No,IT Admin,Germany,Intern,High,44,2,High AI Users
2243,2025-09-10,Product,Support Agent,Copilot,Documentation,12,Research,7,14,54,136,37,2.21,0.63,High,9,2,0.21,Medium,Semi-Automated,37,16,Confidential,Yes,Yes,Marketing Ops,Germany,Contract,High,48,1,Moderate Users
2421,2024-06-21,Finance,Developer,ChatGPT,Email Drafting,9,Testing,5,30,232,70,84,1.96,0.95,Medium,7,3,0.21,Low,Fully Automated,18,1,Public,Yes,No,Frontend,Canada,Intern,High,34,2,High AI Users
2365,2025-03-04,HR,Finance Analyst,Claude,Content Writing,3,Documentation,6,32,105,205,73,1.89,0.71,Medium,9,3,0.25,High,Semi-Automated,13,31,Confidential,No,No,Backend,USA,Intern,High,15,2,High AI Users
2821,2024-02-05,Customer Support,Manager,Gemini,Coding,36,Testing,4,70,39,50,63,4.09,0.74,Low,9,3,0.28,Low,Semi-Automated,4,34,Internal,Yes,No,Finance Ops,India,Full-time,Medium,86,0,Low AI Users
3559,2025-02-10,Customer Support,Support Agent,Claude,Data Analysis,18,Research,6,108,238,278,30,0.72,0.74,High,7,0,0.16,High,Fully Automated,4,18,Internal,Yes,No,IT Admin,UK,Intern,High,17,0,Low AI Users
3219,2025-02-19,Finance,Data Scientist,Copilot,Research,28,Documentation,4,84,109,224,51,2.24,0.55,Low,9,2,0.27,Medium,Manual,26,26,Confidential,Yes,No,Backend,Germany,Intern,High,35,1,Moderate Users
2491,2025-11-15,Marketing,Finance Analyst,Gemini,Email Drafting,34,Coding,8,22,216,68,58,2.38,0.57,Medium,5,3,0.06,Medium,Manual,20,9,Public,Yes,Yes,Data,USA,Contract,Low,83,1,Moderate Users
2771,2025-02-15,Product,Manager,ChatGPT,Customer Support,6,Research,8,106,114,262,56,2.43,0.83,Medium,9,3,0.07,Medium,Fully Automated,11,8,Public,Yes,No,Support,USA,Full-time,High,62,0,Low AI Users
3010,2025-05-02,Customer Support,Product Manager,Claude,Coding,8,Email Writing,6,8,182,30,59,1.48,0.65,High,9,3,0.22,High,Semi-Automated,31,33,Confidential,Yes,No,HR Ops,Canada,Full-time,Medium,32,2,High AI Users
4237,2025-11-22,Customer Support,Analyst,Copilot,Coding,5,Testing,2,110,40,195,55,0.83,0.68,High,8,1,0.12,High,Manual,4,7,Public,Yes,Yes,Backend,Australia,Contract,High,57,0,Low AI Users
4770,2024-11-16,Product,Product Manager,Perplexity,Customer Support,24,Report Generation,6,17,155,271,34,4.21,0.79,Medium,6,4,0.04,Low,Fully Automated,19,31,Public,No,Yes,Sales Ops,USA,Intern,High,15,2,High AI Users
4241,2024-03-13,Product,Support Agent,Perplexity,Documentation,26,Report Generation,7,69,72,106,59,0.79,0.66,Low,5,1,0.11,High,Semi-Automated,16,5,Confidential,No,Yes,Data,Germany,Intern,Medium,66,1,Moderate Users
3611,2025-07-22,Sales,Product Manager,Gemini,Reporting,19,Testing,3,104,214,195,20,1.13,0.79,Low,6,1,0.26,Medium,Manual,15,3,Public,No,Yes,Sales Ops,USA,Intern,Medium,95,0,Low AI Users
3559,2025-07-31,Engineering,Sales Executive,Perplexity,Research,21,Coding,6,44,138,286,24,4.77,0.83,Medium,5,2,0.2,Medium,Semi-Automated,17,6,Confidential,No,No,Sales Ops,UK,Intern,Low,66,2,High AI Users
4902,2025-10-05,Sales,Developer,Claude,Brainstorming,14,Email Writing,1,25,121,254,64,0.62,0.54,Medium,9,4,0.2,Medium,Manual,21,6,Confidential,Yes,Yes,Frontend,Canada,Intern,Medium,41,1,Moderate Users
2212,2025-02-16,Marketing,Manager,Gemini,Email Drafting,12,Report Generation,6,20,61,199,64,4.1,0.64,Low,7,4,0.17,Low,Fully Automated,12,1,Public,No,Yes,Data,UK,Contract,Low,19,1,Moderate Users
2143,2024-05-03,Operations,Data Scientist,Copilot,Reporting,17,Testing,9,30,14,160,29,0.9,0.64,Low,6,0,0.07,High,Manual,31,31,Public,No,Yes,Marketing Ops,USA,Intern,High,41,1,Moderate Users
1104,2025-01-19,Product,Support Agent,Gemini,Data Analysis,31,Data Analysis,2,95,218,66,63,4.95,0.8,High,9,3,0.21,High,Fully Automated,4,8,Public,No,No,Sales Ops,Australia,Full-time,Low,25,0,Low AI Users
3721,2025-08-26,HR,Product Manager,ChatGPT,Brainstorming,36,Data Analysis,6,67,228,147,26,3.17,0.79,High,6,0,0.08,Low,Semi-Automated,21,32,Confidential,No,No,Backend,Australia,Intern,Medium,86,0,Low AI Users
1806,2025-10-14,Operations,Recruiter,Copilot,Research,30,Coding,9,82,42,82,87,1.3,0.73,Low,6,1,0.01,Medium,Manual,17,1,Internal,Yes,Yes,Sales Ops,India,Full-time,Low,28,0,Low AI Users
2064,2024-08-19,IT,Product Manager,Claude,Customer Support,31,Testing,3,101,95,54,28,4.99,0.82,High,6,4,0.03,Medium,Fully Automated,37,4,Public,Yes,Yes,Finance Ops,Australia,Contract,Low,31,0,Low AI Users
1888,2025-08-04,Sales,Data Scientist,Copilot,Content Writing,11,Documentation,9,49,219,182,34,0.75,0.8,Low,6,1,0.24,High,Semi-Automated,4,29,Internal,No,Yes,IT Admin,USA,Contract,Low,48,2,High AI Users
3923,2025-03-08,Operations,HR Specialist,Claude,Research,22,Research,1,38,215,132,36,4.36,0.96,High,6,4,0.06,Low,Manual,23,26,Internal,Yes,No,Data,Australia,Full-time,High,54,2,High AI Users
3724,2025-05-05,Marketing,Recruiter,Claude,Data Analysis,36,Report Generation,8,64,157,173,31,2.41,0.74,Low,5,2,0.15,Low,Semi-Automated,3,7,Public,Yes,No,Finance Ops,Germany,Contract,Low,46,1,Moderate Users
1320,2025-11-17,Operations,Sales Executive,Claude,Content Writing,24,Debugging,7,59,76,66,36,0.95,0.74,High,5,0,0.23,High,Fully Automated,0,14,Internal,No,Yes,Finance Ops,Canada,Intern,Medium,98,1,Moderate Users
4957,2024-03-26,Engineering,Finance Analyst,Claude,Reporting,20,Research,2,107,63,193,95,4.3,0.96,High,8,0,0.16,Low,Semi-Automated,31,12,Internal,Yes,Yes,Data,Germany,Contract,Low,32,0,Low AI Users
3382,2024-01-30,Customer Support,Finance Analyst,Perplexity,Customer Support,25,Documentation,7,110,158,53,78,3.32,0.91,Medium,7,2,0.05,Low,Manual,10,27,Confidential,No,No,Data,Germany,Contract,High,75,0,Low AI Users
4231,2025-10-28,HR,Product Manager,Copilot,Data Analysis,35,Testing,9,107,119,286,22,3.61,0.87,Medium,9,2,0.01,Low,Semi-Automated,27,5,Internal,No,Yes,Finance Ops,USA,Intern,High,80,0,Low AI Users
3311,2024-07-18,HR,Recruiter,Copilot,Coding,15,Documentation,3,57,102,203,80,1.53,0.88,Medium,9,0,0.17,Low,Manual,26,1,Internal,Yes,Yes,Support,Germany,Contract,Medium,45,2,High AI Users
3912,2024-06-04,Operations,Recruiter,ChatGPT,Reporting,12,Testing,3,27,93,281,93,1.76,0.83,High,9,4,0.23,High,Semi-Automated,3,32,Internal,No,Yes,Finance Ops,Canada,Contract,Medium,93,2,High AI Users
4601,2025-06-15,Finance,Recruiter,Gemini,Data Analysis,11,Research,8,105,191,279,37,2.2,0.57,Low,7,1,0.03,Low,Manual,15,6,Internal,Yes,Yes,HR Ops,Germany,Intern,Low,77,1,Moderate Users
4756,2025-12-15,Engineering,Support Agent,Copilot,Data Analysis,6,Data Analysis,8,110,67,226,95,3.87,0.52,Medium,7,4,0.03,High,Fully Automated,2,4,Public,Yes,Yes,Finance Ops,India,Contract,Medium,10,1,Moderate Users
2500,2024-05-31,Engineering,Developer,Claude,Coding,2,Coding,6,68,130,277,46,2.66,0.84,Medium,9,4,0.13,Medium,Manual,24,21,Internal,No,No,Marketing Ops,USA,Full-time,High,29,0,Low AI Users
3399,2024-03-17,Marketing,Data Scientist,ChatGPT,Content Writing,2,Research,2,112,182,62,60,0.61,0.86,Low,9,2,0.07,Medium,Semi-Automated,17,7,Public,No,Yes,Backend,India,Contract,Medium,31,0,Low AI Users
2568,2024-11-23,HR,HR Specialist,Copilot,Coding,14,Testing,4,21,121,205,68,0.61,0.83,High,6,1,0.28,High,Semi-Automated,13,2,Public,Yes,No,Marketing Ops,Canada,Contract,High,26,2,High AI Users
2796,2024-06-20,Sales,Data Scientist,Claude,Brainstorming,16,Report Generation,3,109,155,238,48,3.47,0.74,Medium,9,3,0.16,High,Manual,0,21,Public,No,Yes,IT Admin,Canada,Contract,High,57,0,Low AI Users
4281,2025-02-08,Operations,Recruiter,ChatGPT,Coding,25,Email Writing,4,50,194,48,29,4.8,0.52,Medium,5,3,0.11,Low,Fully Automated,27,29,Public,No,No,Support,India,Contract,Medium,79,1,Moderate Users
2519,2025-02-09,Marketing,Data Scientist,Perplexity,Customer Support,18,Testing,2,100,9,136,31,4.63,0.82,High,8,3,0.12,Low,Semi-Automated,9,23,Internal,Yes,No,Sales Ops,Canada,Full-time,High,98,0,Low AI Users
2918,2025-11-28,Customer Support,HR Specialist,Gemini,Documentation,8,Documentation,5,28,129,49,90,2.36,0.97,Low,6,2,0.22,High,Semi-Automated,37,7,Internal,Yes,Yes,Marketing Ops,Canada,Intern,Medium,81,2,High AI Users
2865,2024-12-27,Product,Recruiter,Perplexity,Research,35,Testing,2,116,111,201,53,4.89,0.74,Medium,6,1,0.1,High,Fully Automated,24,35,Internal,Yes,No,Sales Ops,India,Intern,High,44,0,Low AI Users
2405,2024-05-07,Sales,Sales Executive,Claude,Customer Support,7,Debugging,3,116,167,147,46,4.31,0.54,Low,8,4,0.27,Low,Manual,25,5,Public,Yes,No,Marketing Ops,India,Full-time,Medium,89,1,Moderate Users
3723,2025-06-06,Customer Support,Support Agent,Copilot,Documentation,12,Email Writing,7,86,24,273,31,2.14,0.51,High,8,2,0.0,Low,Fully Automated,4,8,Internal,Yes,Yes,Data,India,Intern,Low,97,1,Moderate Users
2504,2024-12-01,IT,HR Specialist,Perplexity,Customer Support,13,Email Writing,4,87,129,115,40,2.38,0.87,Low,5,2,0.22,Medium,Manual,37,17,Public,No,Yes,Marketing Ops,USA,Intern,Low,58,0,Low AI Users
3966,2025-11-23,Engineering,Manager,Copilot,Content Writing,39,Research,4,5,12,87,53,0.99,0.96,Medium,7,3,0.3,Low,Fully Automated,26,11,Public,Yes,Yes,Sales Ops,Australia,Full-time,High,63,2,High AI Users
2959,2024-09-21,Operations,Finance Analyst,ChatGPT,Documentation,39,Research,4,50,239,140,79,0.61,0.76,High,9,2,0.09,Low,Semi-Automated,9,23,Public,No,Yes,Frontend,Germany,Intern,Low,18,2,High AI Users
1004,2024-07-13,Operations,Developer,Gemini,Brainstorming,36,Research,6,69,222,256,73,1.54,0.68,Medium,6,0,0.16,Medium,Fully Automated,2,3,Public,No,Yes,Data,Canada,Full-time,Medium,37,1,Moderate Users
3081,2024-04-09,HR,Sales Executive,Perplexity,Content Writing,31,Debugging,7,27,120,104,81,1.6,0.53,Low,7,4,0.15,Medium,Semi-Automated,31,27,Internal,Yes,Yes,Data,Germany,Full-time,Low,75,1,Moderate Users
4863,2025-07-17,Customer Support,Finance Analyst,Perplexity,Brainstorming,30,Testing,9,80,79,243,78,2.22,0.93,Medium,8,2,0.09,Medium,Fully Automated,31,5,Internal,No,No,Marketing Ops,Canada,Intern,Medium,20,0,Low AI Users
2168,2025-01-05,IT,Analyst,Copilot,Reporting,12,Research,5,37,236,127,71,0.97,0.57,Medium,7,3,0.29,Medium,Semi-Automated,9,8,Internal,Yes,Yes,Backend,Germany,Intern,Medium,96,1,Moderate Users
3398,2025-03-03,Operations,Sales Executive,Copilot,Brainstorming,36,Report Generation,5,51,82,294,47,4.18,0.71,Low,6,4,0.29,Medium,Fully Automated,19,20,Confidential,No,Yes,Sales Ops,India,Intern,Low,79,1,Moderate Users
3630,2025-08-09,HR,HR Specialist,Claude,Documentation,16,Testing,2,39,226,92,79,4.37,0.9,High,8,0,0.17,Medium,Semi-Automated,15,21,Confidential,No,Yes,Frontend,Australia,Contract,Low,37,2,High AI Users
3512,2024-05-12,Marketing,Developer,Gemini,Data Analysis,8,Testing,5,88,8,215,72,2.3,0.93,High,7,1,0.22,Medium,Fully Automated,34,20,Public,Yes,Yes,IT Admin,USA,Contract,Medium,86,0,Low AI Users
1347,2024-09-12,Operations,Data Scientist,Perplexity,Coding,20,Email Writing,4,30,61,152,62,1.03,0.81,Low,6,0,0.22,Low,Semi-Automated,3,30,Confidential,Yes,Yes,Frontend,Germany,Intern,Medium,11,2,High AI Users
2765,2025-03-25,HR,HR Specialist,ChatGPT,Content Writing,18,Testing,2,24,216,126,34,1.35,0.87,Low,6,0,0.12,Medium,Manual,11,25,Internal,No,Yes,Backend,Australia,Contract,High,86,2,High AI Users
1124,2025-12-21,Engineering,Finance Analyst,Claude,Customer Support,36,Email Writing,1,28,45,157,28,3.14,0.73,High,9,3,0.02,High,Semi-Automated,15,3,Confidential,No,Yes,Data,Germany,Contract,Medium,23,2,High AI Users
2813,2025-02-07,IT,Developer,ChatGPT,Customer Support,16,Research,7,84,118,55,52,1.41,0.93,Medium,8,4,0.2,High,Semi-Automated,13,26,Public,No,Yes,IT Admin,USA,Intern,Medium,38,0,Low AI Users
4342,2025-10-16,Customer Support,Sales Executive,ChatGPT,Reporting,18,Debugging,2,40,159,236,33,2.93,0.99,Low,8,2,0.01,Medium,Fully Automated,19,9,Public,No,Yes,Marketing Ops,Canada,Contract,Low,64,2,High AI Users
3404,2025-08-02,Sales,Analyst,ChatGPT,Brainstorming,33,Email Writing,6,90,41,62,40,3.06,0.61,Low,6,4,0.11,Medium,Semi-Automated,7,6,Public,No,Yes,IT Admin,India,Intern,Medium,55,1,Moderate Users
3574,2024-02-23,Marketing,Analyst,Perplexity,Coding,13,Testing,8,71,232,202,21,2.05,0.85,Low,7,3,0.19,Low,Fully Automated,27,9,Confidential,Yes,No,HR Ops,UK,Contract,High,51,0,Low AI Users
4825,2025-02-10,HR,Analyst,ChatGPT,Brainstorming,23,Report Generation,1,84,163,188,69,0.81,0.73,Low,8,3,0.05,Medium,Fully Automated,32,11,Public,Yes,No,Finance Ops,UK,Full-time,Low,55,0,Low AI Users
1497,2025-01-19,Operations,Recruiter,Copilot,Data Analysis,27,Debugging,5,15,138,74,59,3.02,0.64,Low,9,3,0.11,High,Semi-Automated,0,15,Public,Yes,No,IT Admin,Australia,Full-time,High,44,1,Moderate Users
2176,2024-08-29,Product,Manager,Claude,Email Drafting,16,Testing,6,48,154,258,43,2.44,0.83,Low,7,0,0.17,Medium,Manual,37,6,Internal,No,No,Backend,India,Full-time,High,45,2,High AI Users
1052,2024-02-16,HR,Manager,Gemini,Reporting,9,Testing,4,46,168,249,38,2.61,0.86,Medium,9,0,0.22,Medium,Manual,34,30,Internal,Yes,No,Finance Ops,Germany,Full-time,Medium,95,2,High AI Users
1148,2024-04-24,Marketing,Product Manager,ChatGPT,Data Analysis,22,Email Writing,2,111,66,264,42,2.65,0.6,Low,7,2,0.18,Medium,Semi-Automated,0,23,Public,No,No,HR Ops,Canada,Contract,Low,50,1,Moderate Users
1502,2025-12-08,Finance,Manager,Perplexity,Content Writing,33,Debugging,9,20,133,90,53,2.33,0.69,Low,9,4,0.13,Medium,Manual,3,34,Internal,No,No,Frontend,Germany,Intern,High,72,2,High AI Users
1869,2024-05-09,Product,Data Scientist,Perplexity,Reporting,11,Debugging,5,28,184,221,67,2.35,0.79,High,8,2,0.13,Low,Fully Automated,33,24,Confidential,Yes,Yes,Support,UK,Contract,Low,48,2,High AI Users
4521,2025-07-10,IT,Product Manager,ChatGPT,Content Writing,37,Email Writing,3,9,82,104,58,1.15,0.85,High,5,1,0.07,Low,Semi-Automated,22,35,Confidential,Yes,No,Finance Ops,Canada,Contract,High,72,2,High AI Users
1218,2024-06-03,Sales,Analyst,Gemini,Reporting,29,Email Writing,7,27,13,204,73,1.32,0.76,Low,9,4,0.18,High,Semi-Automated,38,24,Public,Yes,No,Sales Ops,Australia,Intern,Low,92,2,High AI Users
4696,2025-05-09,Marketing,Manager,Perplexity,Research,23,Data Analysis,4,65,130,123,98,2.63,0.51,High,5,2,0.0,High,Fully Automated,8,32,Confidential,No,No,HR Ops,Germany,Full-time,Medium,41,1,Moderate Users
4871,2024-03-22,Customer Support,HR Specialist,ChatGPT,Email Drafting,10,Debugging,3,46,163,273,89,1.11,0.61,High,8,3,0.27,Medium,Fully Automated,13,18,Confidential,No,No,Finance Ops,UK,Contract,Low,60,1,Moderate Users
2300,2025-10-30,Finance,Finance Analyst,ChatGPT,Brainstorming,16,Debugging,2,54,5,265,40,4.12,0.65,Medium,9,3,0.11,Medium,Fully Automated,30,12,Internal,Yes,Yes,Sales Ops,USA,Intern,Medium,73,1,Moderate Users
3499,2024-01-25,IT,HR Specialist,Copilot,Coding,14,Email Writing,8,34,202,47,62,1.6,0.64,Medium,7,4,0.02,Medium,Fully Automated,29,26,Public,Yes,No,Data,India,Intern,High,27,1,Moderate Users
4499,2024-11-29,Engineering,Manager,Perplexity,Content Writing,27,Data Analysis,8,22,12,147,66,2.19,0.53,High,6,3,0.04,Low,Semi-Automated,31,20,Internal,No,No,Support,Canada,Full-time,Medium,54,1,Moderate Users
3130,2024-06-30,Finance,Product Manager,ChatGPT,Customer Support,6,Email Writing,8,24,195,178,20,4.31,0.78,High,6,0,0.02,High,Fully Automated,0,11,Confidential,Yes,No,Backend,USA,Contract,Low,59,2,High AI Users
4289,2025-03-07,Sales,Manager,Gemini,Coding,12,Documentation,7,55,213,259,82,3.63,0.74,High,7,3,0.03,Low,Fully Automated,34,11,Internal,No,Yes,Frontend,Germany,Full-time,Low,65,2,High AI Users
1737,2024-06-22,IT,Recruiter,Copilot,Content Writing,5,Research,9,69,201,164,71,0.88,0.82,High,6,3,0.28,Low,Manual,35,12,Confidential,Yes,No,Frontend,Canada,Intern,Low,13,0,Low AI Users
4853,2024-02-10,Marketing,Manager,Copilot,Coding,29,Research,4,36,98,78,45,0.54,0.81,High,8,1,0.06,High,Semi-Automated,13,19,Confidential,Yes,No,Data,Germany,Contract,High,81,2,High AI Users
3574,2025-03-20,Engineering,Recruiter,Gemini,Data Analysis,21,Data Analysis,2,35,213,108,74,0.8,0.74,Low,5,4,0.27,High,Manual,20,30,Internal,No,No,Marketing Ops,UK,Full-time,High,46,2,High AI Users
3451,2025-01-29,Marketing,Analyst,Copilot,Coding,33,Research,6,108,110,72,73,1.4,0.53,High,9,4,0.08,Medium,Semi-Automated,7,21,Confidential,Yes,Yes,HR Ops,UK,Full-time,Low,62,1,Moderate Users
1289,2024-10-14,Customer Support,Finance Analyst,Gemini,Documentation,17,Research,5,68,119,280,31,4.03,0.83,High,8,4,0.05,Medium,Manual,18,16,Public,No,Yes,Frontend,India,Contract,High,74,0,Low AI Users
3467,2025-07-14,Marketing,Manager,Perplexity,Customer Support,14,Debugging,3,88,98,195,92,3.93,0.52,Medium,8,1,0.25,Medium,Semi-Automated,5,13,Internal,Yes,No,Finance Ops,India,Contract,Low,79,1,Moderate Users
1338,2024-09-18,Operations,Support Agent,Copilot,Coding,16,Report Generation,6,83,228,64,73,1.21,0.66,High,8,1,0.17,Medium,Semi-Automated,31,10,Confidential,Yes,No,Sales Ops,India,Intern,High,73,1,Moderate Users
3824,2024-02-26,Engineering,Developer,Claude,Content Writing,29,Documentation,6,7,1,231,20,3.71,0.77,Low,6,3,0.16,Medium,Semi-Automated,6,7,Internal,Yes,Yes,Marketing Ops,UK,Contract,Low,87,2,High AI Users
3758,2024-01-06,Sales,Data Scientist,Perplexity,Content Writing,36,Report Generation,6,103,77,271,64,0.75,0.77,Low,7,0,0.26,Medium,Semi-Automated,6,33,Confidential,Yes,No,Marketing Ops,Canada,Full-time,High,10,0,Low AI Users
2693,2025-07-12,Customer Support,Analyst,Copilot,Content Writing,23,Report Generation,9,48,201,136,77,2.17,0.74,Low,9,1,0.13,High,Fully Automated,20,3,Internal,No,Yes,Support,India,Full-time,Low,98,2,High AI Users
2868,2025-07-28,Product,Analyst,Perplexity,Documentation,38,Debugging,6,95,233,272,47,1.71,0.53,High,6,1,0.28,Low,Fully Automated,4,27,Confidential,Yes,Yes,IT Admin,Australia,Intern,High,56,1,Moderate Users
1986,2025-08-01,Product,Support Agent,Perplexity,Content Writing,30,Debugging,7,17,151,207,59,0.53,0.71,Medium,9,4,0.01,Medium,Manual,34,20,Confidential,No,No,HR Ops,Canada,Contract,High,99,2,High AI Users
1958,2025-11-25,Finance,Recruiter,Gemini,Brainstorming,34,Documentation,2,58,116,272,56,4.66,0.79,Medium,8,0,0.15,High,Fully Automated,9,24,Public,Yes,Yes,Sales Ops,Australia,Intern,Low,34,2,High AI Users
4490,2024-06-10,Marketing,HR Specialist,Claude,Reporting,37,Report Generation,3,119,97,262,52,0.56,0.95,Low,6,2,0.25,Low,Semi-Automated,32,17,Internal,Yes,No,Finance Ops,Australia,Intern,Medium,89,0,Low AI Users
4980,2024-10-23,Sales,Recruiter,ChatGPT,Content Writing,39,Research,3,57,235,291,69,2.92,0.85,High,8,4,0.06,Medium,Manual,7,8,Internal,Yes,Yes,Data,Germany,Full-time,High,55,2,High AI Users
2230,2025-09-08,HR,Recruiter,ChatGPT,Data Analysis,31,Coding,4,117,34,95,34,2.68,0.54,High,7,0,0.15,Medium,Fully Automated,15,3,Internal,No,Yes,Support,USA,Contract,Medium,34,1,Moderate Users
